,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
1949Papua New Guinea,Papua New Guinea,Rest,1949,24.74166667,,,37.6513,21.9034,61.4856,61.8813,375.1599,102.4234,242.5605,3451.6235,0,7.3756,0,0
1949Paraguay,Paraguay,Rest,1949,23.32991667,,7.3756,0,0,0,2249.5458,0,1436.669,26.3588,121.6851,437.0412,21.9034,61.4856,0
1949Peru,Peru,Rest,1949,19.85141667,6.6318,6.6318,7.3756,28.9676,2159.9903,145.0358,0,1352.2211,7.9692,477.5833,37.6513,123.3669,21.9034,0
1949Philippines,Philippines,Rest,1949,26.55316667,0.3188,0.3188,83.389,99.5326,375.1599,84.0338,26.3588,1436.669,60.5879,2188.9579,0,0,0,7.3756
1949Poland,Poland,Top20,1949,8.606333333,105.4389,1291.6332,7.9692,102.4234,437.0412,204.345,2222.7546,58.2466,0,37.6513,0,0,0,0
1949Portugal,Portugal,Rest,1949,15.75866667,5.5216,234.5985,1062.5563,7.9692,102.4234,2687.5616,210.746,2.1764,21.9034,0,0,37.6513,0,0
1949Qatar,Qatar,Rest,1949,26.396,0.2601,102.6835,69.8505,577.4097,1148.6926,84.6677,0,182.6871,2167.3659,28.9676,0,0,0,0
1949Romania,Romania,Rest,1949,8.988166667,23.1162,608.4951,816.6469,0,437.0412,204.345,2222.7546,58.2466,0,37.6513,0,0,0,0
1949Russia,Russia,Top20,1949,-4.92775,375.1599,375.1599,59.3092,2.1764,1463.9071,166.9392,2159.9903,66.6189,60.5879,7.3756,0,0,0,0
1949Rwanda,Rwanda,Rest,1949,19.64825,,,0,170.9805,868.3679,485.1466,463.7481,2.1764,182.6871,2188.9579,0,0,0,0
1949Saint Lucia,Saint Lucia,Rest,1949,26.51666667,,,0,2196.3335,145.0358,1186.1943,113.4081,78.9775,459.1937,123.3669,0,0,59.5547,0
1949Samoa,Samoa,Rest,1949,26.56866667,,,0,0,37.6513,0,53.0474,2739.4952,69.2569,0,1185.7839,276.8298,0,0
1949Saudi Arabia,Saudi Arabia,Top20,1949,25.0955,18.3896,102.4234,7.9692,868.3679,919.6157,84.6677,0,182.6871,2167.3659,28.9676,0,0,0,0
1949Senegal,Senegal,Rest,1949,28.07425,0.022,0.022,0,1186.1943,199.7612,84.0338,2333.9937,437.0412,59.3092,24.0798,0,37.6513,0,0
1949Serbia,Serbia,Rest,1949,10.0985,8.7769,823.2327,587.57,0,437.0412,204.345,2222.7546,58.2466,0,37.6513,0,0,0,0
1949Seychelles,Seychelles,Rest,1949,26.74933333,,,0,224.8926,7.9692,887.6992,900.1342,0,7.3756,145.0358,2159.9903,28.9676,0,0
1949Sierra Leone,Sierra Leone,Rest,1949,26.10541667,,,0,268.8606,1117.0949,84.0338,2305.0261,466.0088,59.3092,24.0798,37.6513,0,0,0
1949Singapore,Singapore,Rest,1949,26.73958333,,21.9034,0,161.0182,84.0338,393.5495,173.996,1186.1943,0,145.0358,2188.9579,7.3756,0,0
1949Slovakia,Slovakia,Rest,1949,8.253916667,15.8508,822.3374,493.1158,102.4234,437.0412,204.345,2222.7546,58.2466,0,37.6513,0,0,0,0
1949Slovenia,Slovenia,Rest,1949,10.28575,2.3998,808.8864,493.1158,102.4234,437.0412,204.345,2230.1302,50.871,0,37.6513,0,0,0,0
1949Solomon Islands,Solomon Islands,Rest,1949,26.53333333,,,0,37.6513,24.0798,59.3092,437.0412,174.0034,2244.0241,192.3856,1193.5699,0,0,0
1949Somalia,Somalia,Rest,1949,26.98258333,,,102.4234,130.4384,806.4866,941.5191,2.1764,45.0269,145.0358,2159.9903,28.9676,0,0,0
1949South Africa,South Africa,Top20,1949,17.667,60.5879,60.5879,0,0,0,117.7682,868.3679,604.0105,375.1599,2162.1667,174.0034,0,0,0
1949South Korea,South Korea,Top20,1949,12.05783333,2.1764,2.1764,59.3092,397.0633,61.8813,148.0439,1436.669,2159.9903,28.9676,60.5879,0,7.3756,0,0
1949Spain,Spain,Rest,1949,14.51008333,35.768,304.6286,1022.7726,7.9692,102.4234,2749.4429,148.8647,2.1764,21.9034,0,37.6513,0,0,0
1949Sri Lanka,Sri Lanka,Rest,1949,27.00966667,,61.8813,0,183.636,385.3055,675.6489,714.2235,0,145.0358,0,2167.3659,28.9676,0,0
1949Sudan,Sudan,Rest,1949,26.75841667,,,26.3588,890.5204,607.6158,434.4691,29.279,2.1764,2342.6774,28.9676,0,0,0,0
1949Suriname,Suriname,Rest,1949,25.99891667,,,7.3756,0,2188.9579,899.043,598.2139,26.3588,459.1937,61.8813,61.4856,37.6513,21.9034,0
1949Swaziland,Swaziland,Rest,1949,18.93275,,60.5879,0,0,18.3896,193.668,795.9819,582.1071,377.3363,0,2333.9937,0,0,0
1949Sweden,Sweden,Rest,1949,4.023333333,26.8388,1049.6114,276.8298,477.5833,266.2263,2162.1667,28.9676,89.8669,0,37.6513,0,0,0,0
1949Switzerland,Switzerland,Rest,1949,7.995833333,8.5335,1300.1667,7.9692,102.4234,375.1599,2426.2166,99.1075,21.9034,0,0,37.6513,0,0,0
1949Syria,Syria,Rest,1949,17.2775,0.0293,110.4219,577.4097,776.1048,434.4691,62.7643,166.9392,2167.3659,66.6189,0,0,0,0,0
1949Tajikistan,Tajikistan,Rest,1949,3.273666667,1.4266,1.4266,231.5831,912.7859,778.087,0,243.275,0,2159.9903,36.3432,0,0,0,0
1949Tanzania,Tanzania,Rest,1949,22.72383333,,,60.5879,102.4234,109.6342,1251.8495,463.7481,39.8277,0,2305.0261,28.9676,0,0,0
1949Thailand,Thailand,Rest,1949,26.24958333,0.0623,0.0623,143.0939,2.1764,515.2346,7.9692,1291.6332,60.5879,145.0358,2159.9903,28.9676,7.3756,0,0
1949Togo,Togo,Rest,1949,27.3145,,,0,709.0169,760.9724,0,61.8813,2768.4628,24.0798,0,37.6513,0,0,0
1949Tonga,Tonga,Rest,1949,23.45558333,,,0,0,37.6513,21.9034,31.144,2364.3353,444.4168,60.5879,102.4234,1299.6024,0,0
1949Trinidad and Tobago,Trinidad and Tobago,Rest,1949,26.09991667,13.751,13.751,7.3756,2188.9579,145.0358,1186.1943,105.4389,86.9467,459.1937,61.8813,61.4856,0,59.5547,0
1949Tunisia,Tunisia,Rest,1949,20.146,0.1282,268.9888,1030.7418,102.4234,0,497.6291,2371.7109,31.144,21.9034,0,37.6513,0,0,0
1949Turkey,Turkey,Top20,1949,10.961,7.9692,7.9692,908.91,547.0279,434.4691,62.7643,166.9392,2167.3659,66.6189,0,0,0,0,0
1949Turkmenistan,Turkmenistan,Rest,1949,13.60475,6.5602,90.594,88.2401,1240.9557,487.323,21.9034,205.6237,2197.6416,36.3432,0,0,0,0,0
1949Uganda,Uganda,Rest,1949,23.33883333,,,18.3896,152.5909,868.3679,485.1466,463.7481,39.8277,145.0358,2188.9579,0,0,0,0
1949Ukraine,Ukraine,Rest,1949,8.239083333,109.1274,654.7226,856.4306,375.1599,121.1905,147.2122,2242.4816,36.3432,0,37.6513,0,0,0,0
1949United Arab Emirates,United Arab Emirates,Rest,1949,27.49741667,,102.4234,69.8505,577.4097,1148.6926,84.6677,0,182.6871,2167.3659,28.9676,0,0,0,0
1949United Kingdom,United Kingdom,Top20,1949,9.581916667,485.1466,1251.8495,39.7837,7.9692,622.6191,2281.1808,38.5196,60.5879,21.9034,0,37.6513,0,0,0
1949United States of America,United States of America,Top20,1949,8.888083333,2159.9903,2159.9903,174.0034,0,0,1153.7862,520.3825,10.1456,161.7326,122.4692,59.5547,0,0,0
1949Uruguay,Uruguay,Rest,1949,17.28925,0.1502,0.1502,7.3756,0,0,89.5555,2159.9903,899.043,563.9848,121.6851,61.8813,397.0633,59.3092,2.1764
1949Uzbekistan,Uzbekistan,Rest,1949,11.12383333,22.0106,106.0444,88.2401,1011.8788,716.3999,21.9034,205.6237,2197.6416,28.9676,7.3756,0,0,0,0
1949Venezuela,Venezuela,Rest,1949,24.96366667,28.7148,28.7148,7.3756,2188.9579,0,859.2593,577.4097,68.5571,477.5833,0,123.3669,37.6513,0,21.9034
1949Vietnam,Vietnam,Rest,1949,24.04433333,1.0258,1.0258,145.2703,0,496.845,26.3588,577.4097,774.8114,145.0358,2159.9903,28.9676,0,7.3756,0
1949Yemen,Yemen,Rest,1949,26.12825,,18.3896,92.003,207.1039,1266.3077,397.0633,2.1764,37.6513,152.4114,2159.9903,28.9676,0,0,0
1949Zambia,Zambia,Rest,1949,21.68458333,,,60.5879,18.3896,131.7867,828.5842,514.4256,472.1204,2.1764,2305.0261,28.9676,0,0,0
1949Zimbabwe,Zimbabwe,Rest,1949,21.53508333,5.1296,65.7175,0,0,102.4234,876.3371,514.4256,472.1204,2.1764,2159.9903,174.0034,0,0,0
1950Afghanistan,Afghanistan,Rest,1950,13.0435,0.0879,-5.3092,81.2309,608.9658,1369.5005,0,115.7787,154.1408,2492.8207,47.4928,0,0,0,0
1950Albania,Albania,Rest,1950,13.81283333,0.3004,876.4068,500.1799,0,484.7928,139.6827,2771.3653,37.6622,0,54.7438,0,0,0,0
1950Algeria,Algeria,Rest,1950,22.78183333,3.7849,3.7849,1367.0567,14.6267,-5.3971,565.4851,2725.6093,30.0228,112.3858,0,54.7438,0,0,0
1950Andorra,Andorra,Rest,1950,11.812,,1254.9273,121.6155,-0.2565,0,3131.7543,187.1755,104.7464,9.8268,0,54.7438,0,0,0
1950Angola,Angola,Rest,1950,21.57183333,0.1832,0.1832,61.0349,0,50.6841,1411.8638,0,506.6632,2549.7519,284.5352,0,0,0,0
1950Argentina,Argentina,Rest,1950,14.79508333,29.9276,29.9276,19.6574,0,0,88.8703,2492.8207,154.1408,1421.8005,9.2296,76.431,418.1886,183.3942,0
1950Armenia,Armenia,Rest,1950,8.213,2.5443,6.6333,669.4568,1187.5333,78.6478,104.7464,225.0025,2492.8207,102.2366,0,0,0,0,0
1950Australia,Australia,Top20,1950,21.32291667,54.7438,54.7438,0,9.8268,0,249.9984,0,478.967,9.4861,846.2924,3215.2186,0,0,0
1950Austria,Austria,Rest,1950,7.03575,20.8995,1387.9562,9.4861,-0.2565,484.7928,232.7886,2678.2594,37.6622,0,54.7438,0,0,0,0
1950Azerbaijan,Azerbaijan,Rest,1950,10.89133333,9.428,13.517,669.4568,1187.5333,78.6478,104.7464,225.0025,2492.8207,102.2366,0,0,0,0,0
1950Bahamas,Bahamas,Rest,1950,25.00016667,0.055,0.055,2520.6561,154.1408,19.6574,1213.4728,153.5839,427.6747,165.5248,145.252,0,64.5706,0,0
1950Bahrain,Bahrain,Rest,1950,25.438,1.3813,1.1248,76.0903,866.6203,997.2728,73.0491,102.559,208.8846,2512.4781,27.8354,0,0,0,0
1950Bangladesh,Bangladesh,Rest,1950,25.02033333,1.0352,67.6394,78.6478,532.5053,9.4861,921.3641,561.4713,154.1408,0,2492.8207,47.4928,0,0,0
1950Barbados,Barbados,Rest,1950,26.18125,0.0733,0.0733,19.6574,2520.6561,154.1408,1254.9273,121.6155,66.1755,412.7915,247.811,2.1874,0,64.5706,0
1950Belarus,Belarus,Rest,1950,6.231916667,18.2748,641.1365,748.284,423.3292,145.252,258.8872,2553.8556,57.3196,0,54.7438,0,0,0,0
1950Belgium,Belgium,Rest,1950,9.829166667,76.2149,1443.2716,9.4861,-0.2565,418.1886,2792.2135,213.2741,0,9.8268,0,54.7438,0,0,0
1950Belize,Belize,Rest,1950,24.783,0.0183,0.0183,2520.6561,154.1408,19.6574,0,1254.9273,530.318,112.0451,141.6136,121.348,9.8268,0,0
1950Benin,Benin,Rest,1950,27.16175,0.0771,0.0771,0,769.1176,668.2036,19.6574,66.6042,3171.6333,12.0142,102.559,54.7438,0,0,0
1950Bhutan,Bhutan,Rest,1950,11.96641667,,145.252,0,532.5053,121.6155,1309.6711,61.0349,154.1408,2492.8207,27.8354,19.6574,0,0,0
1950Bolivia,Bolivia,Rest,1950,20.84516667,0.4983,20.1557,0,0,27.8354,2492.8207,417.4798,1164.7526,14.6267,-5.3971,539.5366,183.3942,9.8268,0
1950Botswana,Botswana,Rest,1950,22.12416667,,61.0349,0,0,5.1406,314.4518,1142.9555,143.2184,420.376,2595.3797,181.9762,0,0,0
1950Brazil,Brazil,Top20,1950,24.639,19.6574,19.6574,0,0,0,2581.691,1409.0681,121.6155,-0.2565,418.1886,121.348,183.3942,9.8268,0
1950Bulgaria,Bulgaria,Rest,1950,11.46475,7.4965,681.2988,702.484,0,484.7928,78.6478,2812.7428,57.3196,0,54.7438,0,0,0,0
1950Burkina Faso,Burkina Faso,Rest,1950,27.77175,0.0375,0.0375,0,1376.5428,80.4358,0,2559.4249,678.8126,12.0142,102.559,54.7438,0,0,0
1950Burundi,Burundi,Rest,1950,20.043,0.0126,0.0126,61.0349,9.2296,933.2245,500.4364,526.3206,56.9312,102.559,2674.7969,0,0,0,0
1950Cambodia,Cambodia,Rest,1950,26.78925,0.0529,0.0529,155.0788,104.7464,472.6759,9.4861,664.3162,763.7754,154.1408,2492.8207,27.8354,19.6574,0,0
1950Cameroon,Cameroon,Rest,1950,24.43275,0.1429,0.1429,0,319.4202,1117.901,86.2616,418.1886,2725.6093,142.4086,54.7438,0,0,0,0
1950Canada,Canada,Top20,1950,-5.952916667,154.1408,154.1408,2492.8207,27.8354,500.4364,1284.8089,212.5377,-0.2565,66.6042,64.5706,61.0349,0,0,0
1950Cape Verde,Cape Verde,Rest,1950,24.34133333,0.1063,0.1063,0,763.8524,632.3478,2553.5991,181.9762,484.7928,78.6478,104.7464,9.8268,54.7438,0,0
1950Central African Republic,Central African Republic,Rest,1950,25.25191667,0.0308,0.0308,5.1406,308.8825,1189.9023,0,516.4938,12.0142,2804.2643,27.8354,0,0,0,0
1950Chad,Chad,Rest,1950,26.59308333,0.0252,0.0252,56.0812,1320.2051,127.6391,0,516.4938,2658.9757,130.3944,54.7438,0,0,0,0
1950Chile,Chile,Rest,1950,9.292,8.4528,8.4528,19.6574,0,0,27.8354,2553.8556,154.1408,1309.6711,126.7561,4.4297,587.3518,2.1874,78.6478
1950China,China,Top20,1950,6.641166667,78.6478,78.6478,589.5392,4.4297,14.6267,1421.8005,154.1408,61.0349,2520.6561,0,0,19.6574,0,0
1950Colombia,Colombia,Rest,1950,24.42583333,7.5002,7.5002,0,2540.3135,154.1408,0,1254.9273,173.1643,432.8153,97.1619,147.4394,54.7438,9.8268,0
1950Comoros,Comoros,Rest,1950,25.62566667,,,61.0349,5.1406,70.6932,876.4471,633.828,542.5924,0,154.1408,2492.8207,27.8354,0,0
1950Congo Dem Republic,Congo Dem Republic,Rest,1950,23.75758333,1.4803,1.4803,61.0349,5.1406,870.7093,567.0406,98.3052,428.0154,2806.4517,27.8354,0,0,0,0
1950Costa Rica,Costa Rica,Rest,1950,25.36858333,0.2858,0.2858,27.8354,2512.4781,154.1408,0,1213.4728,153.5839,488.7096,104.4899,133.3916,66.6042,9.8268,0
1950Croatia,Croatia,Rest,1950,12.43008333,2.8406,869.4609,509.9225,-0.2565,484.7928,232.7886,2678.2594,37.6622,0,54.7438,0,0,0,0
1950Cuba,Cuba,Rest,1950,25.144,5.6096,5.6096,2520.6561,154.1408,19.6574,1213.4728,153.5839,427.6747,163.3374,80.8352,66.6042,64.5706,0,0
1950Cyprus,Cyprus,Rest,1950,18.79633333,0.2638,9.7499,866.3638,567.0406,496.8364,61.0349,268.714,2512.4781,82.5792,0,0,0,0,0
1950Czech Republic,Czech Republic,Rest,1950,8.297666667,60.0721,1427.1288,9.4861,-0.2565,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Denmark,Denmark,Rest,1950,-17.59316667,21.9913,1347.5935,50.9406,-0.2565,572.3294,2638.0727,132.5818,90.5191,0,54.7438,0,0,0,0
1950Djibouti,Djibouti,Rest,1950,28.35591667,0.011,5.1516,4.089,108.0587,1386.6371,506.6632,2.1874,176.9602,154.1408,2492.8207,27.8354,0,0,0
1950Dominica,Dominica,Rest,1950,25.798,,,0,2540.3135,154.1408,1367.0567,9.4861,66.1755,412.7915,249.9984,0,0,64.5706,0
1950Dominican Republic,Dominican Republic,Rest,1950,25.23833333,0.3481,0.3481,2492.8207,47.4928,154.1408,1254.9273,112.1294,427.6747,60.7784,183.3942,66.6042,54.7438,9.8268,0
1950Ecuador,Ecuador,Rest,1950,21.33441667,0.7401,0.7401,19.6574,2520.6561,0,154.1408,702.7405,725.3511,9.4861,417.9321,159.4902,145.252,9.8268,0
1950Egypt,Egypt,Rest,1950,22.68108333,10.2372,24.8639,658.9191,702.7405,127.6391,496.8364,12.0142,2769.1779,82.5792,0,0,0,0,0
1950El Salvador,El Salvador,Rest,1950,24.643,0.2675,0.2675,2520.6561,0,173.7982,0,1213.4728,153.5839,591.2686,80.5787,121.348,9.8268,0,0
1950Equatorial Guinea,Equatorial Guinea,Rest,1950,25.07575,0.011,0.011,0,107.63,1329.6912,86.2616,0,496.8364,2686.8111,157.3028,0,0,0,0
1950Eritrea,Eritrea,Rest,1950,26.66583333,,5.1406,4.089,730.9204,763.7754,496.8364,12.0142,176.9602,2646.9615,27.8354,0,0,0,0
1950Estonia,Estonia,Rest,1950,5.236,5.5285,628.3902,753.6811,417.9321,145.252,258.8872,2492.8207,118.3545,0,54.7438,0,0,0,0
1950Ethiopia,Ethiopia,Rest,1950,22.658,0.0916,0.0916,-0.2565,178.5797,1325.6022,496.8364,12.0142,176.9602,154.1408,2492.8207,27.8354,0,0,0
1950Fiji,Fiji,Rest,1950,25.29408333,0.1209,0.1209,0,54.7438,0,114.5732,0,3171.6333,66.6042,75.2952,627.1925,754.4909,0,0
1950Finland,Finland,Rest,1950,2.20625,6.5439,629.4056,753.6811,417.9321,299.3928,2597.5671,27.8354,90.5191,0,54.7438,0,0,0,0
1950France,France,Top20,1950,13.23325,202.3041,1367.0567,9.4861,-0.2565,418.1886,2792.2135,110.7151,102.559,9.8268,0,54.7438,0,0,0
1950Gabon,Gabon,Rest,1950,24.43425,0.0357,0.0357,0,107.63,1329.6912,86.2616,0,496.8364,2686.8111,157.3028,0,0,0,0
1950Gambia,Gambia,Rest,1950,27.41825,0.0147,0.0147,0,1254.9273,207.4484,-5.3971,2674.7969,484.7928,78.6478,114.5732,0,54.7438,0,0
1950Georgia,Georgia,Rest,1950,7.9575,4.5385,8.6275,669.4568,1187.5333,78.6478,104.7464,225.0025,2492.8207,102.2366,0,0,0,0,0
1950Germany,Germany,Top20,1950,8.653416667,510.7323,1367.0567,9.4861,-0.2565,418.1886,2792.2135,213.2741,9.8268,0,54.7438,0,0,0,0
1950Ghana,Ghana,Rest,1950,26.692,0.6375,0.6375,0,243.7586,1213.22,0,66.6042,3171.6333,12.0142,102.559,54.7438,0,0,0
1950Greece,Greece,Rest,1950,15.639,4.1293,167.1993,1213.2163,0,484.7928,139.6827,2771.3653,37.6622,0,54.7438,0,0,0,0
1950Grenada,Grenada,Rest,1950,26.46075,0.0073,0.0073,19.6574,2520.6561,154.1408,1254.9273,112.1294,75.6616,412.7915,247.811,2.1874,0,64.5706,0
1950Guatemala,Guatemala,Rest,1950,22.90175,0.6192,28.4546,2492.8207,154.1408,19.6574,0,1213.4728,153.5839,530.2337,141.6136,121.348,9.8268,0,0
1950Guinea,Guinea,Rest,1950,25.32558333,0.302,0.302,0,243.7586,1218.6171,-5.3971,2713.5657,446.024,78.6478,114.5732,54.7438,0,0,0
1950Guyana,Guyana,Rest,1950,26.02375,0.2601,0.2601,19.6574,0,2520.6561,856.8813,725.3511,14.6267,412.7915,0,249.9984,54.7438,9.8268,0
1950Haiti,Haiti,Rest,1950,25.9605,0.1136,0.1136,2520.6561,19.6574,154.1408,1213.4728,153.5839,427.6747,60.7784,183.3942,66.6042,54.7438,9.8268,0
1950Honduras,Honduras,Rest,1950,24.37116667,0.3004,0.3004,2520.6561,0,173.7982,0,1254.9273,112.1294,591.2686,80.5787,121.348,9.8268,0,0
1950Hungary,Hungary,Rest,1950,10.68016667,18.3933,894.4997,500.4364,-0.2565,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Iceland,Iceland,Rest,1950,1.8535,0.7401,501.1765,825.1658,205.0814,2910.7528,106.4832,191.008,61.0349,9.8268,0,54.7438,0,0,0
1950India,India,Top20,1950,23.65933333,66.6042,66.6042,73.2507,24.4535,635.0644,1309.6711,61.0349,0,154.1408,2492.8207,47.4928,0,0,0
1950Indonesia,Indonesia,Top20,1950,25.65425,9.8268,9.8268,0,304.7422,0,417.9321,9.4861,725.3511,702.7405,154.1408,2520.6561,0,19.6574,0
1950Iran,Iran,Top20,1950,16.90883333,-5.3971,-0.2565,76.0903,945.2681,918.625,175.6081,0,208.8846,2512.4781,27.8354,0,0,0,0
1950Iraq,Iraq,Rest,1950,21.31175,1.6488,10.8784,153.5839,1280.077,496.8364,63.2223,112.3858,2646.9615,102.2366,0,0,0,0,0
1950Ireland,Ireland,Rest,1950,9.461833333,9.7316,1223.2044,153.5839,9.4861,572.0729,2559.4249,230.887,61.0349,9.8268,0,54.7438,0,0,0
1950Israel,Israel,Rest,1950,19.70975,1.6708,16.2975,658.9191,769.3447,496.8364,61.0349,268.714,2512.4781,82.5792,0,0,0,0,0
1950Italy,Italy,Top20,1950,13.71258333,41.4545,866.6203,509.9225,-0.2565,418.1886,299.3928,2575.7004,140.2212,0,54.7438,0,0,0,0
1950Ivory Coast,Ivory Coast,Rest,1950,25.88125,0.3295,0.3295,0,243.7586,1218.6171,-5.3971,2559.4249,678.8126,0,114.5732,54.7438,0,0,0
1950Jamaica,Jamaica,Rest,1950,25.723,0.2748,0.2748,2520.6561,19.6574,154.1408,702.7405,664.3162,427.6747,60.7784,183.3942,66.6042,54.7438,9.8268,0
1950Japan,Japan,Top20,1950,12.5895,102.559,104.7464,78.6478,428.0154,66.6042,49.3467,1292.0656,2764.4147,0,61.0349,0,19.6574,0,0
1950Jordan,Jordan,Rest,1950,19.40116667,0.1722,14.7989,658.9191,769.3447,496.8364,61.0349,114.5732,2666.6189,82.5792,0,0,0,0,0
1950Kazakhstan,Kazakhstan,Rest,1950,4.267416667,49.5283,49.5283,422.2776,1517.4493,104.7464,9.8268,154.1408,2608.5994,27.8354,19.6574,0,0,0,0
1950Kenya,Kenya,Rest,1950,23.94541667,0.9087,0.9087,5.1406,65.1239,933.2245,579.0842,428.0154,179.1476,0,2646.9615,27.8354,0,0,0
1950Kiribati,Kiribati,Rest,1950,26.31616667,,,0,0,27.8354,2804.2643,2.1874,506.6632,19.6574,1392.2064,45.5435,66.1755,0,0
1950Kuwait,Kuwait,Rest,1950,24.61783333,0.3847,9.6143,0,933.2245,997.2728,73.0491,102.559,208.8846,2512.4781,27.8354,0,0,0,0
1950Kyrgyzstan,Kyrgyzstan,Rest,1950,2.625,3.17,3.17,558.0435,128.9435,1367.3131,0,269.9195,2492.8207,27.8354,19.6574,0,0,0,0
1950Laos,Laos,Rest,1950,23.7715,0.0193,0.0193,157.2662,520.7476,54.4873,121.6155,1254.9273,215.1757,0,2520.6561,0,19.6574,0,0
1950Latvia,Latvia,Rest,1950,5.77025,3.1032,625.9649,753.6811,417.9321,145.252,258.8872,2492.8207,118.3545,0,54.7438,0,0,0,0
1950Lebanon,Lebanon,Rest,1950,17.69525,1.5169,16.1436,861.2232,567.0406,496.8364,63.2223,266.5266,2512.4781,82.5792,0,0,0,0,0
1950Lesotho,Lesotho,Rest,1950,14.00125,,61.0349,0,0,5.1406,70.6932,896.1045,633.828,420.376,102.559,2674.7969,0,0,0
1950Liberia,Liberia,Rest,1950,25.31916667,0.0476,0.0476,0,243.7586,1218.6171,-5.3971,2559.4249,600.1648,78.6478,114.5732,54.7438,0,0,0
1950Libya,Libya,Rest,1950,21.88125,0.1429,0.1429,881.247,495.0393,127.6391,418.1886,252.446,2607.3939,27.8354,54.7438,0,0,0,0
1950Liechtenstein,Liechtenstein,Rest,1950,5.4355,,1367.0567,9.4861,-0.2565,418.1886,299.3928,2706.0948,9.8268,0,0,54.7438,0,0,0
1950Lithuania,Lithuania,Rest,1950,6.466666667,5.0346,627.8963,753.6811,417.9321,145.252,156.3282,2656.4146,57.3196,0,54.7438,0,0,0,0
1950Luxembourg,Luxembourg,Rest,1950,9.560083333,7.4196,1374.4763,9.4861,-0.2565,418.1886,2792.2135,213.2741,0,9.8268,0,54.7438,0,0,0
1950Macedonia,Macedonia,Rest,1950,11.55108333,1.4869,675.2892,702.484,0,484.7928,139.6827,2751.7079,57.3196,0,54.7438,0,0,0,0
1950Madagascar,Madagascar,Rest,1950,22.50666667,0.3041,0.3041,61.0349,5.1406,61.2071,60.7674,1458.9938,440.0334,102.559,0,2646.9615,27.8354,0,0
1950Malawi,Malawi,Rest,1950,21.01108333,0.2214,0.2214,61.0349,5.1406,70.6932,866.6203,608.5684,475.1198,102.559,2646.9615,27.8354,0,0,0
1950Malaysia,Malaysia,Rest,1950,25.91025,3.2561,13.0829,66.6042,135.579,515.3505,14.6267,214.6188,1213.4728,154.1408,0,2520.6561,19.6574,0,0
1950Mali,Mali,Rest,1950,27.8955,0.0715,0.0715,41.4545,1335.0883,80.4358,0,3131.7543,106.4832,104.7464,9.8268,54.7438,0,0,0
1950Malta,Malta,Rest,1950,19.21333333,0.2455,244.0041,1132.7842,-0.2565,66.6042,557.8713,2668.8063,140.2212,0,54.7438,0,0,0,0
1950Mauritania,Mauritania,Rest,1950,27.30975,0.0318,0.0318,243.7586,1132.7842,24.798,55.6378,3159.5897,78.6478,2.1874,112.3858,0,54.7438,0,0
1950Mauritius,Mauritius,Rest,1950,23.36641667,0.1979,0.1979,0,61.0349,66.3477,152.7045,866.6203,1023.3714,19.6574,0,154.1408,2492.8207,27.8354,0
1950Mexico,Mexico,Top20,1950,21.25675,27.8354,27.8354,2492.8207,154.1408,0,19.6574,1213.4728,674.3315,90.3213,54.4873,137.4659,0,0,0
1950Moldova,Moldova,Rest,1950,9.625083333,4.5595,678.3618,702.484,0,563.4406,156.3282,2656.4146,57.3196,0,54.7438,0,0,0,0
1950Mongolia,Mongolia,Rest,1950,-0.824916667,0.2858,78.9336,522.935,61.2071,647.3152,744.195,208.8846,2492.8207,88.8703,0,19.6574,0,0,0
1950Montenegro,Montenegro,Rest,1950,11.55866667,,876.1064,500.1799,0,484.7928,232.7886,2678.2594,37.6622,0,54.7438,0,0,0,0
1950Morocco,Morocco,Rest,1950,17.95291667,2.5648,2.5648,1367.0567,9.4861,-0.2565,3145.8424,173.0874,2.1874,102.559,9.8268,0,54.7438,0,0
1950Mozambique,Mozambique,Rest,1950,23.40741667,0.905,0.905,61.0349,0,9.2296,422.4922,1119.3007,472.9324,104.7464,0,2674.7969,0,0,0
1950Namibia,Namibia,Rest,1950,20.434,,61.0349,0,0,5.1406,267.505,1189.9023,143.2184,418.1886,2779.5433,0,0,0,0
1950Nepal,Nepal,Rest,1950,14.65125,0.0256,66.6298,73.2507,444.8295,214.6884,1309.6711,61.0349,154.1408,2492.8207,27.8354,19.6574,0,0,0
1950Netherlands,Netherlands,Rest,1950,9.853333333,51.2887,1418.3454,9.4861,-0.2565,418.1886,2792.2135,213.2741,0,9.8268,0,54.7438,0,0,0
1950New Zealand,New Zealand,Rest,1950,10.618,8.5701,8.5701,0,54.7438,0,9.8268,102.559,108.6706,2640.1172,572.3294,-0.2565,9.4861,1367.0567,0
1950Nicaragua,Nicaragua,Rest,1950,25.688,0.1905,0.1905,2520.6561,19.6574,154.1408,0,1213.4728,153.5839,488.7096,104.4899,199.9958,9.8268,0,0
1950Niger,Niger,Rest,1950,26.73533333,0.0309,0.0309,41.4545,1340.2289,55.6378,86.2616,496.8364,2674.7969,114.5732,54.7438,0,0,0,0
1950Nigeria,Nigeria,Rest,1950,26.672,2.257,2.257,0,830.1525,607.1687,86.2616,418.1886,2725.6093,142.4086,54.7438,0,0,0,0
