,,,,,,CO2 (MtCO2) proximity mileage brackets (to top 20),,,,,,,,,,,,
1950Niue,Niue,Rest,1950,25.27725,,,0,0,54.7438,0,142.4086,2725.6093,504.4502,61.0349,495.0393,881.247,0,0
1950North Korea,North Korea,Rest,1950,7.2255,0.7804,105.5268,496.8364,9.8268,66.6042,176.1028,1409.0681,2520.6561,0,61.0349,0,19.6574,0,0
1950Norway,Norway,Rest,1950,0.98375,8.4345,1131.7326,253.2447,412.7915,159.2814,2640.2601,130.3944,90.5191,0,54.7438,0,0,0,0
1950Oman,Oman,Rest,1950,26.30383333,,-0.2565,76.0903,153.5839,1710.3092,175.6081,0,208.8846,2512.4781,27.8354,0,0,0,0
1950Pakistan,Pakistan,Rest,1950,19.69441667,5.3145,66.5216,5.1406,618.4519,1369.5005,0,115.7787,154.1408,2492.8207,47.4928,0,0,0,0
1950Palau,Palau,Rest,1950,27.04991667,,,112.3858,135.579,66.6042,418.1886,-0.2565,275.7563,3808.7829,27.8354,0,0,19.6574,0
1950Panama,Panama,Rest,1950,25.97533333,0.5166,0.5166,27.8354,2512.4781,154.1408,0,1254.9273,112.1294,488.7096,104.4899,199.9958,0,9.8268,0
1950Papua New Guinea,Papua New Guinea,Rest,1950,24.59358333,0.055,0.055,54.7438,112.3858,80.8352,66.6042,418.1886,-0.2565,252.4972,3859.8774,0,19.6574,0,0
1950Paraguay,Paraguay,Rest,1950,23.434,0.0623,19.7197,0,0,0,2581.691,0,1521.1975,14.6267,49.3467,484.7928,9.8268,183.3942,0
1950Peru,Peru,Rest,1950,19.584,4.547,4.547,19.6574,27.8354,2492.8207,154.1408,0,1428.0916,9.4861,417.9321,157.3028,147.4394,9.8268,0
1950Philippines,Philippines,Rest,1950,26.53216667,3.6054,3.6054,193.221,121.348,418.1886,-5.3971,14.6267,1521.1975,61.0349,2520.6561,0,0,0,19.6574
1950Poland,Poland,Top20,1950,8.127083333,112.1294,1367.0567,9.4861,-0.2565,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Portugal,Portugal,Rest,1950,15.06608333,5.6206,207.9247,1164.7526,9.4861,-0.2565,3084.8075,234.1223,104.7464,9.8268,0,0,54.7438,0,0
1950Qatar,Qatar,Rest,1950,26.293,0.3517,0.0952,76.0903,664.3162,1199.5769,73.0491,102.559,208.8846,2512.4781,27.8354,0,0,0,0
1950Romania,Romania,Rest,1950,9.759,19.4229,693.2252,702.484,0,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Russia,Russia,Top20,1950,-5.608916667,418.1886,418.1886,78.6478,104.7464,1442.8905,163.9676,2492.8207,82.5792,61.0349,19.6574,0,0,0,0
1950Rwanda,Rwanda,Rest,1950,19.25983333,0.0167,0.0167,0,70.2645,933.2245,500.4364,526.3206,2.1874,311.4436,2520.6561,0,0,0,0
1950Saint Lucia,Saint Lucia,Rest,1950,26.32733333,0.0037,0.0037,0,2540.3135,154.1408,1254.9273,121.6155,66.1755,412.7915,249.9984,0,0,64.5706,0
1950Samoa,Samoa,Rest,1950,26.27458333,0.0037,0.0037,0,0,54.7438,102.559,39.8496,3143.7979,86.2616,0,1184.0765,253.2447,0,0
1950Saudi Arabia,Saudi Arabia,Top20,1950,25.35916667,5.1406,-0.2565,9.4861,933.2245,997.2728,73.0491,102.559,208.8846,2512.4781,27.8354,0,0,0,0
1950Senegal,Senegal,Rest,1950,27.81708333,0.4167,0.4167,0,1254.9273,207.4484,-5.3971,2674.7969,484.7928,78.6478,114.5732,0,54.7438,0,0
1950Serbia,Serbia,Rest,1950,11.21641667,8.4309,884.5373,500.1799,0,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Seychelles,Seychelles,Rest,1950,26.50916667,,,0,127.3826,9.4861,955.0949,975.5562,102.559,19.6574,154.1408,2492.8207,27.8354,0,0
1950Sierra Leone,Sierra Leone,Rest,1950,25.94058333,0.1576,0.1576,0,243.7586,1218.6171,-5.3971,2646.9615,512.6282,78.6478,114.5732,54.7438,0,0,0
1950Singapore,Singapore,Rest,1950,26.56016667,1.9505,11.7773,0,202.1832,97.1619,423.3292,182.6504,1254.9273,0,154.1408,2520.6561,19.6574,0,0
1950Slovakia,Slovakia,Rest,1950,8.38225,16.326,882.9463,509.9225,-0.2565,484.7928,232.7886,2658.602,57.3196,0,54.7438,0,0,0,0
1950Slovenia,Slovenia,Rest,1950,10.63791667,2.3045,868.9248,509.9225,-0.2565,484.7928,232.7886,2678.2594,37.6622,0,54.7438,0,0,0,0
1950Solomon Islands,Solomon Islands,Rest,1950,26.655,,,0,54.7438,114.5732,78.6478,484.7928,181.9762,2487.4236,187.791,1274.5847,0,0,0
1950Somalia,Somalia,Rest,1950,26.56991667,0.0476,0.0476,-0.2565,137.1252,866.6203,1007.0996,2.1874,176.9602,154.1408,2492.8207,27.8354,0,0,0
1950South Africa,South Africa,Top20,1950,17.45116667,61.0349,61.0349,0,0,0,28.887,933.2245,643.6548,418.1886,2597.5671,181.9762,0,0,0
1950South Korea,South Korea,Top20,1950,12.33966667,2.1874,104.7464,78.6478,428.0154,66.6042,63.9734,1521.1975,2492.8207,27.8354,61.0349,0,19.6574,0,0
1950Spain,Spain,Rest,1950,14.23925,33.042,276.8006,1123.2981,9.4861,-0.2565,3151.4117,167.5181,104.7464,9.8268,0,54.7438,0,0,0
1950Sri Lanka,Sri Lanka,Rest,1950,26.97416667,1.6232,68.2274,0,88.2181,429.8621,882.6539,702.7405,0,154.1408,0,2512.4781,27.8354,0,0
1950Sudan,Sudan,Rest,1950,26.82016667,0.5533,0.5533,14.6267,861.2232,628.0755,496.8364,29.4842,104.7464,2701.7053,27.8354,0,0,0,0
1950Suriname,Suriname,Rest,1950,26.28383333,0.2125,0.2125,19.6574,0,2520.6561,898.3358,683.8966,14.6267,412.7915,66.6042,183.3942,54.7438,9.8268,0
1950Swaziland,Swaziland,Rest,1950,19.02725,0.0037,61.0386,0,0,5.1406,112.1477,854.65,633.828,420.376,102.559,2674.7969,0,0,0
1950Sweden,Sweden,Rest,1950,3.069,28.6671,1151.9652,253.2447,417.9321,299.3928,2597.5671,27.8354,90.5191,0,54.7438,0,0,0,0
1950Switzerland,Switzerland,Rest,1950,7.730916667,10.2336,1377.2903,9.4861,-0.2565,418.1886,2792.2135,213.2741,9.8268,0,0,54.7438,0,0,0
1950Syria,Syria,Rest,1950,17.76958333,0.4104,9.64,664.3162,769.3447,496.8364,63.2223,266.5266,2512.4781,82.5792,0,0,0,0,0
1950Tajikistan,Tajikistan,Rest,1950,3.20425,1.5908,1.5908,154.4816,1041.0503,858.7682,0,269.9195,0,2492.8207,47.4928,0,0,0,0
1950Tanzania,Tanzania,Rest,1950,22.07366667,0.4983,0.4983,61.0349,-0.2565,117.5448,1325.6022,526.3206,56.9312,102.559,2646.9615,27.8354,0,0,0
1950Thailand,Thailand,Rest,1950,26.08691667,0.9526,0.9526,155.0788,104.7464,472.6759,9.4861,1367.0567,61.0349,154.1408,2492.8207,27.8354,19.6574,0,0
1950Togo,Togo,Rest,1950,26.94108333,0.0256,0.0256,0,763.977,693.0016,0,66.6042,3171.6333,12.0142,102.559,54.7438,0,0,0
1950Tonga,Tonga,Rest,1950,23.47841667,0.0073,0.0073,0,0,54.7438,112.3858,30.0228,2725.6093,504.4502,61.0349,-0.2565,1376.5428,0,0
1950Trinidad and Tobago,Trinidad and Tobago,Rest,1950,25.96791667,2.3486,2.3486,19.6574,2520.6561,154.1408,1254.9273,112.1294,75.6616,412.7915,169.1632,80.8352,0,64.5706,0
1950Tunisia,Tunisia,Rest,1950,20.12175,1.2201,244.9787,1132.7842,-0.2565,0,545.8277,2745.2667,132.5818,9.8268,0,54.7438,0,0,0
1950Turkey,Turkey,Top20,1950,11.46666667,9.4861,9.4861,866.3638,567.0406,496.8364,63.2223,266.5266,2512.4781,82.5792,0,0,0,0,0
1950Turkmenistan,Turkmenistan,Rest,1950,13.65375,7.3127,1.9156,81.2309,1363.4567,502.6238,112.3858,215.1757,2547.5645,47.4928,0,0,0,0,0
1950Uganda,Uganda,Rest,1950,22.96791667,0.1063,0.1063,5.1406,65.1239,933.2245,500.4364,526.3206,56.9312,256.6998,2520.6561,0,0,0,0
1950Ukraine,Ukraine,Rest,1950,8.020666667,121.637,753.9848,743.9385,418.1886,145.252,156.3282,2666.2414,47.4928,0,54.7438,0,0,0,0
1950United Arab Emirates,United Arab Emirates,Rest,1950,27.1305,,-0.2565,76.0903,664.3162,1199.5769,175.6081,0,208.8846,2512.4781,27.8354,0,0,0,0
1950United Kingdom,United Kingdom,Top20,1950,8.619166667,500.4364,1325.6022,41.4545,9.4861,572.0729,2638.0727,152.2392,61.0349,9.8268,0,54.7438,0,0,0
1950United States of America,United States of America,Top20,1950,8.656416667,2492.8207,2492.8207,181.9762,0,0,1233.1302,571.7725,114.2325,78.3913,127.6391,64.5706,0,0,0
1950Uruguay,Uruguay,Rest,1950,17.41325,2.4549,2.4549,19.6574,0,0,88.8703,2492.8207,898.3358,637.4884,49.3467,66.6042,428.0154,181.2068,2.1874
1950Uzbekistan,Uzbekistan,Rest,1950,11.02616667,24.5589,19.1618,81.2309,1161.1526,807.4869,9.8268,215.1757,2547.5645,27.8354,19.6574,0,0,0,0
1950Venezuela,Venezuela,Rest,1950,24.7935,10.4607,10.4607,19.6574,2520.6561,0,856.8813,664.3162,70.521,417.9321,0,249.9984,54.7438,0,9.8268
1950Vietnam,Vietnam,Rest,1950,23.94483333,1.4044,1.4044,157.2662,102.559,467.5353,14.6267,664.3162,763.7754,154.1408,2492.8207,27.8354,0,19.6574,0
1950Yemen,Yemen,Rest,1950,25.81566667,0.0586,5.1992,4.089,220.1881,1353.1555,428.0154,104.7464,54.7438,173.7982,2492.8207,27.8354,0,0,0
1950Zambia,Zambia,Rest,1950,20.84766667,2.0922,2.0922,61.0349,5.1406,45.5435,891.77,529.9206,551.5802,104.7464,2646.9615,27.8354,0,0,0
1950Zimbabwe,Zimbabwe,Rest,1950,21.25841667,3.4352,64.4701,0,0,-0.2565,942.7106,529.9206,551.5802,2.1874,2595.3797,181.9762,0,0,0
1951Afghanistan,Afghanistan,Rest,1951,13.96775,0.0916,7.0056,79.5638,677.0969,1535.1536,0,124.1803,162.6926,2569.6658,52.8679,0,0,0,0
1951Albania,Albania,Rest,1951,13.56983333,0.403,987.2537,551.399,0,522.9562,166.8695,2880.417,40.6081,0,59.0344,0,0,0,0
1951Algeria,Algeria,Rest,1951,23.32166667,4.133,4.133,1521.4942,9.8415,6.914,609.7527,2834.082,34.1412,132.8749,0,59.0344,0,0,0
1951Andorra,Andorra,Rest,1951,10.97291667,,1399.3548,132.329,6.5659,0,3255.3146,219.7374,126.408,9.3908,0,59.0344,0,0,0
1951Angola,Angola,Rest,1951,22.00216667,0.2492,0.2492,65.1459,0,65.6003,1564.0223,0,564.3483,2631.6241,317.394,0,0,0,0
1951Argentina,Argentina,Rest,1951,14.83691667,34.9692,34.9692,21.6506,0,0,96.3632,2569.6658,162.6926,1580.5286,16.7555,79.1131,453.2339,228.1316,0
1951Armenia,Armenia,Rest,1951,8.741583333,2.7574,19.861,747.5512,1296.5511,101.7236,126.408,237.2293,2569.6658,111.9023,0,0,0,0,0
1951Australia,Australia,Top20,1951,21.557,59.0344,59.0344,0,9.3908,0,297.8539,0,524.9457,10.1896,941.8092,3364.9113,0,0,0
1951Austria,Austria,Rest,1951,7.079833333,23.2664,1544.7606,10.1896,6.5659,522.9562,264.4162,2782.8703,40.6081,0,59.0344,0,0,0,0
1951Azerbaijan,Azerbaijan,Rest,1951,11.33083333,10.2143,27.3179,747.5512,1296.5511,101.7236,126.408,237.2293,2569.6658,111.9023,0,0,0,0,0
1951Bahamas,Bahamas,Rest,1951,25.07516667,0.066,0.066,2600.8831,162.6926,21.6506,1350.51,170.9842,463.4235,198.1198,171.4459,0,68.4252,0,0
1951Bahrain,Bahrain,Rest,1951,26.26341667,1.1761,7.742,79.9119,976.6611,1099.7906,77.4606,123.4841,221.727,2591.3164,31.2173,0,0,0,0
1951Bangladesh,Bangladesh,Rest,1951,25.28216667,1.2791,71.0014,101.7236,595.5986,10.1896,1035.6955,609.979,162.6926,0,2569.6658,52.8679,0,0,0
1951Barbados,Barbados,Rest,1951,26.58983333,0.1099,0.1099,21.6506,2600.8831,162.6926,1399.3548,132.329,64.7978,460.1479,294.93,2.9239,0,68.4252,0
1951Belarus,Belarus,Rest,1951,6.356,19.8049,718.8594,839.5433,452.8858,171.4459,289.1006,2634.8117,62.2587,0,59.0344,0,0,0,0
1951Belgium,Belgium,Rest,1951,9.915083333,89.4676,1610.9618,10.1896,6.5659,453.2339,2903.8043,244.4218,0,9.3908,0,59.0344,0,0,0
1951Belize,Belize,Rest,1951,25.34358333,0.0256,0.0256,2600.8831,162.6926,21.6506,0,1399.3548,575.3733,133.6737,176.3593,128.7567,9.3908,0,0
1951Benin,Benin,Rest,1951,27.41775,0.0644,0.0644,0,864.3632,739.0324,21.6506,69.7223,3318.5332,12.3147,123.4841,59.0344,0,0,0
1951Bhutan,Bhutan,Rest,1951,12.27866667,,171.4459,0,595.5986,132.329,1458.3892,65.1459,162.6926,2569.6658,31.2173,21.6506,0,0,0
1951Bolivia,Bolivia,Rest,1951,20.93133333,0.4617,22.1123,0,0,31.2173,2569.6658,456.6003,1292.7324,9.8415,6.914,581.9906,228.1316,9.3908,0
1951Botswana,Botswana,Rest,1951,21.78458333,,65.1459,0,0,-0.3481,364.4325,1265.5382,170.1488,456.1578,2693.1499,193.9099,0,0,0
1951Brazil,Brazil,Top20,1951,24.79733333,21.6506,21.6506,0,0,0,2666.029,1562.0474,132.329,6.5659,453.2339,128.7567,228.1316,9.3908,0
1951Bulgaria,Bulgaria,Rest,1951,11.4855,8.1707,766.2596,780.1608,0,522.9562,101.7236,2923.9123,62.2587,0,59.0344,0,0,0,0
1951Burkina Faso,Burkina Faso,Rest,1951,28.24716667,0.0313,0.0313,0,1531.6838,93.3624,0,2639.3881,748.8674,12.3147,123.4841,59.0344,0,0,0
1951Burundi,Burundi,Rest,1951,19.90358333,0.011,0.011,65.1459,16.7555,1046.3834,544.8331,585.9989,61.9583,123.4841,2763.5757,0,0,0,0
1951Cambodia,Cambodia,Rest,1951,26.83566667,0.0445,0.0445,180.8367,126.408,518.8342,10.1896,747.8993,838.7408,162.6926,2569.6658,31.2173,21.6506,0,0
1951Cameroon,Cameroon,Rest,1951,24.40741667,0.1832,0.1832,0,352.594,1250.8016,91.3729,453.2339,2834.082,167.0161,59.0344,0,0,0,0
1951Canada,Canada,Top20,1951,-5.393166667,162.6926,162.6926,2569.6658,31.2173,544.8331,1429.895,259.9718,6.5659,69.7223,68.4252,65.1459,0,0,0
1951Cape Verde,Cape Verde,Rest,1951,24.06591667,0.0806,0.0806,0,844.0903,709.2441,2641.3776,193.9099,522.9562,101.7236,126.408,9.3908,59.0344,0,0
1951Central African Republic,Central African Republic,Rest,1951,25.34233333,0.0411,0.0411,-0.3481,359.8561,1313.6099,0,576.6081,12.3147,2914.8769,31.2173,0,0,0,0
1951Chad,Chad,Rest,1951,27.03033333,0.0336,0.0336,58.6863,1479.5634,134.8682,0,576.6081,2744.6731,154.7014,59.0344,0,0,0,0
1951Chile,Chile,Rest,1951,9.574833333,9.9844,9.9844,21.6506,0,0,31.2173,2634.8117,162.6926,1458.3892,131.9809,16.3048,646.4403,2.9239,101.7236
1951China,China,Top20,1951,6.8695,101.7236,101.7236,649.3642,16.3048,9.8415,1580.5286,162.6926,65.1459,2600.8831,0,0,21.6506,0,0
1951Colombia,Colombia,Rest,1951,24.811,8.1707,8.1707,0,2622.5337,162.6926,0,1399.3548,187.2853,463.0754,130.3981,174.3698,59.0344,9.3908,0
1951Comoros,Comoros,Rest,1951,25.70058333,,,65.1459,-0.3481,86.8259,986.0519,705.5911,601.2925,0,162.6926,2569.6658,31.2173,0,0
1951Congo Dem Republic,Congo Dem Republic,Rest,1951,23.88258333,1.7477,1.7477,65.1459,-0.3481,993.7647,614.5554,123.3742,462.6247,2917.8008,31.2173,0,0,0,0
1951Costa Rica,Costa Rica,Rest,1951,25.94975,0.3114,0.3114,31.2173,2591.3164,162.6926,0,1350.51,170.9842,528.5694,132.9739,160.758,69.7223,9.3908,0
1951Croatia,Croatia,Rest,1951,12.481,2.6891,979.3502,555.0227,6.5659,522.9562,264.4162,2782.8703,40.6081,0,59.0344,0,0,0,0
1951Cuba,Cuba,Rest,1951,25.39041667,6.4706,6.4706,2600.8831,162.6926,21.6506,1350.51,170.9842,463.4235,195.1959,104.6475,69.7223,68.4252,0,0
1951Cyprus,Cyprus,Rest,1951,19.301,0.2785,10.4681,983.227,614.5554,554.9575,65.1459,298.4914,2591.3164,90.2517,0,0,0,0,0
1951Czech Republic,Czech Republic,Rest,1951,8.566833333,64.0074,1585.5016,10.1896,6.5659,522.9562,264.4162,2761.2197,62.2587,0,59.0344,0,0,0,0
1951Denmark,Denmark,Rest,1951,-18.41408333,21.9254,1494.5748,59.0344,6.5659,615.9265,2741.1117,157.6253,96.1873,0,59.0344,0,0,0,0
1951Djibouti,Djibouti,Rest,1951,28.70666667,0.0256,-0.3225,17.1036,118.5671,1537.7953,564.3483,2.9239,204.1691,162.6926,2569.6658,31.2173,0,0,0
1951Dominica,Dominica,Rest,1951,26.20233333,0.0037,0.0037,0,2622.5337,162.6926,1521.4942,10.1896,64.7978,460.1479,297.8539,0,0,68.4252,0
1951Dominican Republic,Dominican Republic,Rest,1951,25.50008333,0.3591,0.3591,2569.6658,52.8679,162.6926,1399.3548,122.1394,463.4235,71.7118,228.1316,69.7223,59.0344,9.3908,0
1951Ecuador,Ecuador,Rest,1951,22.01283333,0.7035,0.7035,21.6506,2600.8831,0,162.6926,773.5949,813.0452,10.1896,459.7998,185.4424,171.4459,9.3908,0
1951Egypt,Egypt,Rest,1951,23.07116667,10.5633,20.4048,754.8133,773.5949,134.8682,554.9575,12.3147,2877.4931,90.2517,0,0,0,0,0
1951El Salvador,El Salvador,Rest,1951,25.19375,0.3224,0.3224,2600.8831,0,184.3432,0,1350.51,170.9842,652.0535,111.2134,128.7567,9.3908,0,0
1951Equatorial Guinea,Equatorial Guinea,Rest,1951,25.15891667,0.011,0.011,0,113.6426,1489.753,91.3729,0,554.9575,2775.8904,182.5185,0,0,0,0
1951Eritrea,Eritrea,Rest,1951,26.76466667,,-0.3481,17.1036,817.6216,838.7408,554.9575,12.3147,204.1691,2732.3584,31.2173,0,0,0,0
1951Estonia,Estonia,Rest,1951,5.086833333,5.9911,705.0456,832.6293,459.7998,171.4459,289.1006,2569.6658,127.4046,0,59.0344,0,0,0,0
1951Ethiopia,Ethiopia,Rest,1951,22.89983333,0.0623,0.0623,6.5659,193.9026,1472.6494,554.9575,12.3147,204.1691,162.6926,2569.6658,31.2173,0,0,0
1951Fiji,Fiji,Rest,1951,24.94491667,0.1356,0.1356,0,59.0344,0,135.7988,0,3318.5332,69.7223,93.7105,676.814,854.5217,0,0
1951Finland,Finland,Rest,1951,1.599833333,7.9765,707.031,832.6293,459.7998,334.1385,2696.0738,31.2173,96.1873,0,59.0344,0,0,0,0
1951France,France,Top20,1951,12.94708333,228.7618,1521.4942,10.1896,6.5659,453.2339,2903.8043,120.9377,123.4841,9.3908,0,59.0344,0,0,0
1951Gabon,Gabon,Rest,1951,24.49441667,0.0475,0.0475,0,113.6426,1489.753,91.3729,0,554.9575,2775.8904,182.5185,0,0,0,0
1951Gambia,Gambia,Rest,1951,27.35108333,0.0147,0.0147,0,1399.3548,218.7774,6.914,2763.5757,522.9562,101.7236,135.7988,0,59.0344,0,0
1951Georgia,Georgia,Rest,1951,8.437666667,4.917,22.0206,747.5512,1296.5511,101.7236,126.408,237.2293,2569.6658,111.9023,0,0,0,0,0
1951Germany,Germany,Top20,1951,8.816416667,576.9151,1521.4942,10.1896,6.5659,453.2339,2903.8043,244.4218,9.3908,0,59.0344,0,0,0,0
1951Ghana,Ghana,Rest,1951,26.92966667,0.8794,0.8794,0,277.6066,1347.4396,0,69.7223,3318.5332,12.3147,123.4841,59.0344,0,0,0
1951Greece,Greece,Rest,1951,15.57225,4.58,185.7538,1357.0759,0,522.9562,166.8695,2880.417,40.6081,0,59.0344,0,0,0,0
1951Grenada,Grenada,Rest,1951,26.86466667,0.011,0.011,21.6506,2600.8831,162.6926,1399.3548,122.1394,74.9874,460.1479,294.93,2.9239,0,68.4252,0
1951Guatemala,Guatemala,Rest,1951,23.493,0.6375,31.8548,2569.6658,162.6926,21.6506,0,1350.51,170.9842,586.9076,176.3593,128.7567,9.3908,0,0
1951Guinea,Guinea,Rest,1951,25.47016667,0.2523,0.2523,0,277.6066,1340.5256,6.914,2802.0807,484.4512,101.7236,135.7988,59.0344,0,0,0
1951Guyana,Guyana,Rest,1951,26.22575,0.2858,0.2858,21.6506,0,2600.8831,936.2875,813.0452,9.8415,460.1479,0,297.8539,59.0344,9.3908,0
1951Haiti,Haiti,Rest,1951,26.196,0.1319,0.1319,2600.8831,21.6506,162.6926,1350.51,170.9842,463.4235,71.7118,228.1316,69.7223,59.0344,9.3908,0
1951Honduras,Honduras,Rest,1951,24.97983333,0.3481,0.3481,2600.8831,0,184.3432,0,1399.3548,122.1394,652.0535,111.2134,128.7567,9.3908,0,0
1951Hungary,Hungary,Rest,1951,10.99716667,22.1892,1009.0399,544.8331,6.5659,522.9562,264.4162,2761.2197,62.2587,0,59.0344,0,0,0,0
1951Iceland,Iceland,Rest,1951,1.184666667,0.6449,545.478,927.8163,221.727,3029.4656,132.9409,217.7809,65.1459,9.3908,0,59.0344,0,0,0
1951India,India,Top20,1951,24.22066667,69.7223,69.7223,108.6376,19.2323,701.7813,1458.3892,65.1459,0,162.6926,2569.6658,52.8679,0,0,0
1951Indonesia,Indonesia,Top20,1951,26.08125,9.3908,9.3908,0,356.8883,0,459.7998,10.1896,813.0452,773.5949,162.6926,2600.8831,0,21.6506,0
1951Iran,Iran,Top20,1951,17.57616667,6.914,6.5659,79.9119,1078.3847,998.067,200.9447,0,221.727,2591.3164,31.2173,0,0,0,0
1951Iraq,Iraq,Rest,1951,22.27766667,2.4292,19.1847,170.9842,1420.2323,554.9575,68.0698,132.8749,2732.3584,111.9023,0,0,0,0,0
1951Ireland,Ireland,Rest,1951,9.22975,10.5084,1361.0184,170.9842,10.1896,622.4924,2639.3881,280.9995,65.1459,9.3908,0,59.0344,0,0,0
1951Israel,Israel,Rest,1951,20.27716667,2.9202,12.7617,754.8133,843.3172,554.9575,65.1459,298.4914,2591.3164,90.2517,0,0,0,0,0
1951Italy,Italy,Top20,1951,13.3445,48.8448,976.6611,555.0227,6.5659,453.2339,334.1385,2659.3862,164.0922,0,59.0344,0,0,0,0
1951Ivory Coast,Ivory Coast,Rest,1951,26.0575,0.2752,0.2752,0,277.6066,1340.5256,6.914,2639.3881,748.8674,0,135.7988,59.0344,0,0,0
1951Jamaica,Jamaica,Rest,1951,26.14208333,0.5203,0.5203,2600.8831,21.6506,162.6926,773.5949,747.8993,463.4235,71.7118,228.1316,69.7223,59.0344,9.3908,0
1951Japan,Japan,Top20,1951,12.14666667,123.4841,126.408,101.7236,462.6247,69.7223,65.9484,1416.4217,2878.4897,0,65.1459,0,21.6506,0,0
1951Jordan,Jordan,Rest,1951,20.02866667,0.1612,10.0027,754.8133,843.3172,554.9575,65.1459,135.7988,2754.009,90.2517,0,0,0,0,0
1951Kazakhstan,Kazakhstan,Rest,1951,5.319583333,53.6654,53.6654,470.3375,1692.592,126.408,9.3908,162.6926,2693.8461,31.2173,21.6506,0,0,0,0
1951Kenya,Kenya,Rest,1951,23.98966667,1.3923,1.3923,-0.3481,82.2495,1046.3834,646.5567,462.6247,207.093,0,2732.3584,31.2173,0,0,0
1951Kiribati,Kiribati,Rest,1951,27.31333333,,,0,0,31.2173,2914.8769,2.9239,564.3483,21.6506,1542.3717,65.9484,64.7978,0,0
1951Kuwait,Kuwait,Rest,1951,25.56591667,0.1172,16.8727,0,1046.3834,1099.7906,77.4606,123.4841,221.727,2591.3164,31.2173,0,0,0,0
1951Kyrgyzstan,Kyrgyzstan,Rest,1951,2.808416667,3.4378,3.4378,631.5938,134.9048,1532.2297,0,286.8729,2569.6658,31.2173,21.6506,0,0,0,0
1951Laos,Laos,Rest,1951,23.72516667,0.0162,0.0162,183.7606,576.718,65.6003,132.329,1399.3548,227.8385,0,2600.8831,0,21.6506,0,0
1951Latvia,Latvia,Rest,1951,5.60625,3.3631,702.4176,832.6293,459.7998,171.4459,289.1006,2569.6658,127.4046,0,59.0344,0,0,0,0
1951Lebanon,Lebanon,Rest,1951,18.16625,1.4619,11.3034,983.5751,614.5554,554.9575,68.0698,295.5675,2591.3164,90.2517,0,0,0,0,0
1951Lesotho,Lesotho,Rest,1951,13.42183333,,65.1459,0,0,-0.3481,86.8259,1007.7025,705.5911,456.1578,123.4841,2763.5757,0,0,0
1951Liberia,Liberia,Rest,1951,25.45266667,0.044,0.044,0,277.6066,1340.5256,6.914,2639.3881,647.1438,101.7236,135.7988,59.0344,0,0,0
1951Libya,Libya,Rest,1951,22.69508333,0.1685,0.1685,986.5026,551.7471,134.8682,453.2339,286.0668,2705.4646,31.2173,59.0344,0,0,0,0
1951Liechtenstein,Liechtenstein,Rest,1951,5.2925,,1521.4942,10.1896,6.5659,453.2339,334.1385,2814.0876,9.3908,0,0,59.0344,0,0,0
1951Lithuania,Lithuania,Rest,1951,6.40325,5.4596,704.5141,832.6293,459.7998,171.4459,165.6165,2758.2958,62.2587,0,59.0344,0,0,0,0
1951Luxembourg,Luxembourg,Rest,1951,9.61925,9.0098,1530.504,10.1896,6.5659,453.2339,2903.8043,244.4218,0,9.3908,0,59.0344,0,0,0
1951Macedonia,Macedonia,Rest,1951,11.42833333,1.4072,759.4961,780.1608,0,522.9562,166.8695,2858.7664,62.2587,0,59.0344,0,0,0,0
1951Madagascar,Madagascar,Rest,1951,22.67275,0.2455,0.2455,65.1459,-0.3481,76.6363,68.4252,1633.4074,477.8084,123.4841,0,2732.3584,31.2173,0,0
1951Malawi,Malawi,Rest,1951,21.4455,0.2441,0.2441,65.1459,-0.3481,86.8259,976.6611,677.5981,515.1922,123.4841,2732.3584,31.2173,0,0,0
1951Malaysia,Malaysia,Rest,1951,26.18991667,4.8073,14.1981,69.7223,163.6819,583.632,9.8415,236.1301,1350.51,162.6926,0,2600.8831,21.6506,0,0
1951Mali,Mali,Rest,1951,28.68333333,0.0597,0.0597,48.8448,1482.839,93.3624,0,3255.3146,132.9409,126.408,9.3908,59.0344,0,0,0
1951Malta,Malta,Rest,1951,18.6765,0.2565,277.8631,1254.0772,6.5659,69.7223,620.1034,2756.9329,164.0922,0,59.0344,0,0,0,0
1951Mauritania,Mauritania,Rest,1951,27.3685,0.0266,0.0266,277.6066,1254.0772,21.3025,72.0599,3286.5319,101.7236,2.9239,132.8749,0,59.0344,0,0
1951Mauritius,Mauritius,Rest,1951,23.54291667,0.1392,0.1392,0,65.1459,76.2882,180.3384,976.6611,1124.475,21.6506,0,162.6926,2569.6658,31.2173,0
1951Mexico,Mexico,Top20,1951,21.11758333,31.2173,31.2173,2569.6658,162.6926,0,21.6506,1350.51,747.7022,114.8371,65.6003,144.259,0,0,0
1951Moldova,Moldova,Rest,1951,10.10141667,4.9396,763.0285,780.1608,0,624.6798,165.6165,2758.2958,62.2587,0,59.0344,0,0,0,0
1951Mongolia,Mongolia,Rest,1951,-0.700166667,0.2931,102.0167,579.6419,76.6363,718.2868,822.4397,221.727,2569.6658,96.3632,0,21.6506,0,0,0
1951Montenegro,Montenegro,Rest,1951,11.41141667,,986.8507,551.399,0,522.9562,264.4162,2782.8703,40.6081,0,59.0344,0,0,0,0
